,location,total_sqft,bath,price,bhk
528,Balagere,1205.47,2.0,81.0,2
529,Balagere,1007.0,2.0,65.0,2
530,Balagere,1210.0,2.0,74.0,2
531,Balagere,1210.0,2.0,83.0,2
532,Balagere,675.0,1.0,45.0,1
533,Balagere,656.0,1.0,43.0,1
534,Balagere,1012.0,2.0,64.0,2
535,Balagere,1007.0,2.0,62.0,2
536,Balagere,1007.0,2.0,67.0,2
537,Balagere,1007.0,2.0,66.0,2
538,Balagere,1012.0,2.0,65.0,2
539,Balagere,656.0,1.0,38.77,1
540,Balagere,645.0,1.0,39.0,1
541,Balagere,645.0,1.0,41.0,1
542,Balagere,1210.0,2.0,82.0,2
543,Balagere,1205.0,2.0,73.87,2
544,Balagere,1012.0,2.0,70.0,2
545,Balagere,1007.0,2.0,68.0,2
546,Balagere,1205.0,2.0,79.0,2
547,Balagere,1012.0,2.0,68.0,2
548,Banashankari,1077.0,2.0,37.64,2
549,Banashankari,1470.0,2.0,88.64,3
550,Banashankari,1300.0,2.0,75.0,3
551,Banashankari,1800.0,3.0,115.0,3
552,Banashankari,1125.0,2.0,63.0,2
553,Banashankari,1310.0,2.0,80.0,2
554,Banashankari,1900.0,2.0,170.0,3
555,Banashankari,1260.0,2.0,75.0,2
556,Banashankari,1170.0,2.0,46.79,2
557,Banashankari,1350.0,2.0,83.0,3
558,Banashankari,1330.0,2.0,78.0,2
559,Banashankari,1400.0,2.0,78.0,3
560,Banashankari,1700.0,3.0,125.0,3
561,Banashankari,1020.0,2.0,40.79,2
562,Banashankari,1600.0,2.0,63.98,2
563,Banashankari,1041.0,2.0,36.44,2
564,Banashankari,2400.0,1.0,200.0,1
565,Banashankari,1390.0,2.0,86.0,2
566,Banashankari,1460.0,2.0,70.0,2
567,Banashankari,1200.0,2.0,60.0,2
568,Banashankari,1290.0,2.0,80.0,2
569,Banashankari,2582.0,5.0,250.0,3
570,Banashankari,1186.0,2.0,65.0,2
571,Banashankari,1650.0,3.0,101.0,3
572,Banashankari,1181.0,2.0,75.0,2
573,Banashankari,1105.0,2.0,90.0,2
574,Banashankari,720.0,1.0,60.0,1
575,Banashankari,1040.0,2.0,45.0,2
576,Banashankari,1330.0,2.0,77.0,2
577,Banashankari,1200.0,2.0,49.0,2
578,Banashankari,1185.0,2.0,67.0,2
579,Banashankari,1000.0,2.0,50.0,2
580,Banashankari,1650.0,3.0,101.0,3
581,Banashankari,1310.0,2.0,80.43,2
582,Banashankari,1430.0,2.0,87.8,2
583,Banashankari,1020.0,2.0,42.83,2
584,Banashankari,1683.0,3.0,115.0,3
585,Banashankari,1800.0,3.0,125.0,3
586,Banashankari,1175.0,2.0,41.13,2
587,Banashankari,1800.0,3.0,175.0,3
588,Banashankari,1450.0,2.0,50.75,2
589,Banashankari,1770.0,3.0,108.0,3
590,Banashankari,1800.0,3.0,125.0,3
591,Banashankari,1200.0,3.0,74.52,3
592,Banashankari,1100.0,2.0,63.0,2
593,Banashankari,1020.0,2.0,40.79,2
594,Banashankari,1260.0,2.0,75.0,2
595,Banashankari,1426.0,3.0,85.0,3
596,Banashankari Stage II,1700.0,2.0,150.0,2
597,Banashankari Stage II,1500.0,2.0,120.0,3
598,Banashankari Stage II,2400.0,3.0,510.0,5
599,Banashankari Stage II,1240.0,2.0,59.52,3
600,Banashankari Stage II,1250.0,2.0,110.0,2
601,Banashankari Stage II,1260.0,2.0,95.0,3
602,Banashankari Stage II,2400.0,2.0,300.0,3
603,Banashankari Stage II,1400.0,2.0,100.0,2
604,Banashankari Stage II,2800.0,3.0,425.0,5
605,Banashankari Stage II,3000.0,3.0,450.0,3
606,Banashankari Stage II,1200.0,2.0,198.0,3
607,Banashankari Stage II,1245.0,2.0,125.0,2
608,Banashankari Stage III,1305.0,2.0,58.7,3
609,Banashankari Stage III,1145.0,2.0,58.4,2
610,Banashankari Stage III,1650.0,3.0,118.0,3
611,Banashankari Stage III,1350.0,2.0,68.0,3
612,Banashankari Stage III,1305.0,2.0,59.0,3
613,Banashankari Stage III,1305.0,2.0,60.0,3
614,Banashankari Stage III,1200.0,2.0,42.0,2
615,Banashankari Stage III,1305.0,2.0,59.0,3
616,Banashankari Stage III,1480.0,3.0,75.48,3
617,Banashankari Stage III,1305.0,2.0,59.0,3
618,Banashankari Stage III,1304.0,2.0,111.0,2
619,Banashankari Stage III,3000.0,6.0,150.0,6
620,Banashankari Stage III,1085.0,2.0,50.0,2
621,Banashankari Stage III,1500.0,2.0,100.0,3
622,Banashankari Stage III,2100.0,3.0,147.0,4
623,Banashankari Stage III,1420.0,2.0,95.0,3
624,Banashankari Stage V,1300.0,2.0,58.5,3
625,Banashankari Stage V,1305.0,2.0,49.0,3
626,Banashankari Stage V,1035.0,2.0,35.77,2
627,Banashankari Stage V,1355.0,2.0,61.0,3
628,Banashankari Stage V,1510.0,3.0,47.57,3
629,Banashankari Stage V,1650.0,3.0,51.98,3
630,Banashankari Stage V,1630.0,3.0,51.35,3
631,Banashankari Stage V,1510.0,3.0,47.57,3
632,Banashankari Stage V,1315.0,2.0,49.0,3
633,Banashankari Stage V,1540.0,3.0,48.51,3
634,Banashankari Stage V,920.0,2.0,41.5,2
635,Banashankari Stage VI,1757.0,2.0,59.935,2
636,Banashankari Stage VI,4800.0,4.0,190.0,4
637,Banashankari Stage VI,2800.0,4.0,89.0,4
638,Banashankari Stage VI,1160.0,2.0,59.0,2
639,Banashankari Stage VI,1180.0,2.0,59.47,2
640,Banashankari Stage VI,1423.0,2.0,71.73,3
641,Banashankari Stage VI,1392.0,3.0,69.46,3
642,Banashankari Stage VI,2110.0,2.0,70.385,3
643,Banashankari Stage VI,4800.0,3.0,200.0,4
644,Banaswadi,1184.0,2.0,53.0,2
645,Banaswadi,1145.0,2.0,55.0,2
646,Banaswadi,1250.0,2.0,60.0,2
647,Banaswadi,1365.0,2.0,73.0,2
648,Banaswadi,1903.0,6.0,140.0,5
649,Banaswadi,1222.0,2.0,80.0,2
650,Banaswadi,870.0,2.0,38.0,2
651,Banaswadi,1200.0,2.0,60.0,2
652,Banaswadi,527.0,1.0,35.0,1
653,Banaswadi,1340.0,2.0,73.0,2
654,Banaswadi,1008.0,2.0,52.0,2
655,Banaswadi,1105.0,2.0,57.0,2
656,Banjara Layout,1200.0,2.0,70.0,2
657,Banjara Layout,1050.0,2.0,64.8,2
658,Banjara Layout,2500.0,4.0,140.0,3
659,Bannerghatta,3012.0,6.0,250.0,4
660,Bannerghatta,1665.0,3.0,110.0,3
661,Bannerghatta,2370.0,4.0,195.0,3
662,Bannerghatta,1100.0,2.0,66.0,2
663,Bannerghatta,1113.0,2.0,70.0,2
664,Bannerghatta,1200.0,2.0,73.2,2
665,Bannerghatta,1070.0,2.0,87.0,2
666,Bannerghatta,1776.0,3.0,124.0,3
667,Bannerghatta,1776.0,3.0,150.0,3
668,Bannerghatta Road,500.0,1.0,18.5,1
669,Bannerghatta Road,1050.0,2.0,65.0,2
670,Bannerghatta Road,1170.0,2.0,66.0,3
671,Bannerghatta Road,595.0,1.0,33.32,1
672,Bannerghatta Road,1445.0,3.0,95.0,3
673,Bannerghatta Road,1640.0,2.0,120.0,3
674,Bannerghatta Road,1460.0,2.0,90.0,3
675,Bannerghatta Road,1179.0,2.0,66.02,2
676,Bannerghatta Road,1680.0,2.0,58.935,2
677,Bannerghatta Road,793.0,2.0,45.0,2
678,Bannerghatta Road,1400.0,2.0,78.0,2
679,Bannerghatta Road,1215.0,2.0,50.0,2
680,Bannerghatta Road,1654.0,3.0,100.0,3
681,Bannerghatta Road,1181.0,2.0,55.0,2
682,Bannerghatta Road,1200.0,2.0,75.0,2
683,Bannerghatta Road,595.0,1.0,31.83,1
684,Bannerghatta Road,1105.0,2.0,51.0,2
685,Bannerghatta Road,1255.0,2.0,65.26,2
686,Bannerghatta Road,1550.0,3.0,82.0,3
687,Bannerghatta Road,1650.0,3.0,122.0,3
688,Bannerghatta Road,912.0,2.0,55.0,2
689,Bannerghatta Road,1218.0,2.0,73.0,2
690,Bannerghatta Road,1115.0,2.0,65.12,2
691,Bannerghatta Road,1893.0,3.0,100.0,3
692,Bannerghatta Road,1600.0,3.0,95.0,3
693,Bannerghatta Road,1275.0,2.0,65.0,2
694,Bannerghatta Road,892.0,2.0,39.0,2
695,Bannerghatta Road,1880.0,3.0,95.0,3
696,Bannerghatta Road,1260.0,2.0,70.0,2
697,Bannerghatta Road,1157.0,2.0,40.0,2
698,Bannerghatta Road,1150.0,2.0,65.0,2
699,Bannerghatta Road,1100.0,2.0,39.0,2
700,Bannerghatta Road,1725.0,3.0,110.0,3
701,Bannerghatta Road,950.0,2.0,38.0,2
702,Bannerghatta Road,1220.0,2.0,80.0,2
703,Bannerghatta Road,1130.0,2.0,78.0,2
704,Bannerghatta Road,1486.0,3.0,83.22,3
705,Bannerghatta Road,1460.0,2.0,75.0,3
706,Bannerghatta Road,1015.0,2.0,48.0,2
707,Bannerghatta Road,1115.0,2.0,61.0,2
708,Bannerghatta Road,1136.0,2.0,48.0,2
709,Bannerghatta Road,2700.0,4.0,260.0,4
710,Bannerghatta Road,1200.0,2.0,69.0,3
711,Bannerghatta Road,1465.0,2.0,76.0,3
712,Bannerghatta Road,1930.0,2.0,67.73,2
713,Bannerghatta Road,1200.0,2.0,65.0,2
714,Bannerghatta Road,1240.0,2.0,65.0,2
715,Bannerghatta Road,1476.0,3.0,125.0,3
716,Bannerghatta Road,1268.0,2.0,69.0,2
717,Bannerghatta Road,1450.0,2.0,87.0,3
718,Bannerghatta Road,2932.0,5.0,195.0,4
719,Bannerghatta Road,960.0,2.0,58.0,2
720,Bannerghatta Road,1750.0,3.0,130.0,3
721,Bannerghatta Road,1275.0,2.0,73.0,2
722,Bannerghatta Road,1240.0,2.0,71.0,2
723,Bannerghatta Road,1215.0,2.0,68.0,2
724,Bannerghatta Road,1215.0,2.0,68.0,2
725,Bannerghatta Road,1894.0,3.0,115.0,3
726,Bannerghatta Road,1693.0,3.0,89.0,3
727,Bannerghatta Road,1280.0,2.0,60.16,2
728,Bannerghatta Road,630.0,1.0,35.0,1
729,Bannerghatta Road,1215.0,2.0,68.0,2
730,Bannerghatta Road,1365.0,3.0,76.18,3
731,Bannerghatta Road,1115.0,2.0,78.0,2
732,Bannerghatta Road,1655.0,3.0,90.0,3
733,Bannerghatta Road,1247.0,2.0,47.39,2
734,Bannerghatta Road,1817.0,2.0,49.49,2
735,Bannerghatta Road,1650.0,3.0,94.0,3
736,Bannerghatta Road,905.0,2.0,65.0,2
737,Bannerghatta Road,1000.0,2.0,50.0,2
738,Bannerghatta Road,2185.0,3.0,120.0,4
739,Bannerghatta Road,1012.0,2.0,45.0,2
740,Bannerghatta Road,1460.0,2.0,80.0,3
741,Bannerghatta Road,1340.0,2.0,85.0,2
742,Bannerghatta Road,1711.0,3.0,125.0,3
743,Bannerghatta Road,1520.0,2.0,81.0,3
744,Bannerghatta Road,2826.0,3.0,148.0,3
745,Bannerghatta Road,1115.0,2.0,61.0,2
746,Bannerghatta Road,1154.0,2.0,47.0,2
747,Bannerghatta Road,1000.0,2.0,44.5,2
748,Bannerghatta Road,1250.0,2.0,48.0,2
749,Bannerghatta Road,1640.0,3.0,105.0,3
750,Bannerghatta Road,1012.0,2.0,44.0,2
751,Bannerghatta Road,1527.0,3.0,115.0,3
752,Bannerghatta Road,1660.0,3.0,85.0,3
753,Bannerghatta Road,1880.0,3.0,96.5,3
754,Bannerghatta Road,1550.0,3.0,96.0,3
755,Bannerghatta Road,1200.0,2.0,78.0,2
756,Bannerghatta Road,1885.0,3.0,125.0,3
757,Bannerghatta Road,1450.0,2.0,78.0,3
758,Bannerghatta Road,700.0,1.0,31.2,1
759,Bannerghatta Road,905.0,2.0,58.0,2
760,Bannerghatta Road,1465.0,2.0,75.0,3
761,Bannerghatta Road,1920.0,3.0,122.0,3
762,Bannerghatta Road,2400.0,4.0,180.0,4
763,Bannerghatta Road,1270.0,2.0,45.0,2
764,Bannerghatta Road,4723.0,4.0,500.0,4
765,Bannerghatta Road,1520.0,2.0,80.0,3
766,Bannerghatta Road,1270.0,2.0,73.0,3
767,Bannerghatta Road,1846.0,3.0,120.0,3
768,Bannerghatta Road,1680.0,2.0,61.74,2
769,Bannerghatta Road,1655.0,3.0,95.0,3
770,Bannerghatta Road,1206.0,2.0,53.0,2
771,Bannerghatta Road,1150.0,2.0,55.0,2
772,Bannerghatta Road,1215.0,2.0,65.0,2
773,Bannerghatta Road,1510.0,2.0,110.0,3
774,Bannerghatta Road,1022.0,2.0,35.0,2
775,Bannerghatta Road,1246.0,2.0,47.35,2
776,Bannerghatta Road,1470.0,2.0,85.0,3
777,Bannerghatta Road,1160.0,2.0,45.0,2
778,Bannerghatta Road,970.0,2.0,57.0,2
779,Bannerghatta Road,1527.0,3.0,142.0,3
780,Basavangudi,2337.0,4.0,292.0,3
781,Basavangudi,1500.0,2.0,143.0,3
782,Basavangudi,2150.0,3.0,265.0,3
783,Basavangudi,1036.0,2.0,105.0,2
784,Basavangudi,1600.0,2.0,160.0,3
785,Basavangudi,1560.0,2.0,145.0,2
786,Basavangudi,1825.0,3.0,175.0,3
787,Basavangudi,1800.0,3.0,195.0,3
788,Basavangudi,1100.0,2.0,93.0,2
789,Basavangudi,1050.0,2.0,103.0,2
790,Basavangudi,1350.0,2.0,130.0,3
791,Basavangudi,1485.0,3.0,140.0,3
792,Basavangudi,1180.0,2.0,124.0,2
793,Basavangudi,1200.0,2.0,120.0,2
794,Basavangudi,2453.0,3.0,250.0,4
795,Basaveshwara Nagar,4500.0,5.0,415.0,5
796,Basaveshwara Nagar,1865.0,3.0,145.0,3
797,Basaveshwara Nagar,1200.0,2.0,90.0,2
798,Basaveshwara Nagar,2400.0,4.0,310.0,5
799,Basaveshwara Nagar,1200.0,2.0,80.0,2
800,Basaveshwara Nagar,900.0,2.0,60.0,2
801,Basaveshwara Nagar,1900.0,3.0,150.0,3
802,Basaveshwara Nagar,1200.0,2.0,85.0,2
803,Basaveshwara Nagar,1200.0,2.0,70.0,2
804,Battarahalli,1200.0,2.0,65.0,2
805,Battarahalli,1779.0,3.0,89.61,3
806,Battarahalli,1945.0,3.0,97.42,3
807,Battarahalli,1777.0,3.0,100.0,3
808,Battarahalli,1880.0,3.0,94.36,3
809,Battarahalli,1071.0,2.0,62.0,2
810,Battarahalli,1636.0,2.0,82.89,2
811,Battarahalli,1779.0,3.0,90.0,3
812,Battarahalli,2082.0,3.0,104.0,3
813,Battarahalli,2024.0,3.0,103.0,3
814,Battarahalli,1097.0,2.0,49.0,2
815,Begur,1419.0,2.0,59.0,3
816,Begur,1580.0,3.0,75.0,3
817,Begur,1559.0,3.0,63.0,3
818,Begur,1445.0,2.0,47.1,3
819,Begur,1475.0,2.0,74.0,3
820,Begur,3500.0,4.0,185.0,3
821,Begur,1100.0,2.0,55.0,2
822,Begur,1306.0,2.0,65.0,2
823,Begur,1304.0,3.0,65.0,3
824,Begur,1411.0,2.0,60.0,3
825,Begur,815.0,2.0,40.0,2
826,Begur,1443.0,2.0,70.0,3
827,Begur Road,1200.0,2.0,44.0,2
828,Begur Road,1200.0,2.0,46.8,2
829,Begur Road,1160.0,2.0,44.0,2
830,Begur Road,1584.0,3.0,65.0,3
831,Begur Road,1200.0,2.0,43.2,2
832,Begur Road,1160.0,2.0,44.08,2
833,Begur Road,1200.0,2.0,45.0,2
834,Begur Road,1410.0,2.0,53.0,3
835,Begur Road,1160.0,2.0,40.59,2
836,Begur Road,1260.0,2.0,46.62,2
837,Begur Road,1500.0,2.0,70.0,3
838,Begur Road,1160.0,2.0,42.0,2
839,Begur Road,1200.0,2.0,45.0,2
840,Begur Road,1583.0,3.0,74.4,3
841,Begur Road,1170.0,2.0,46.0,2
842,Begur Road,2462.0,4.0,124.0,4
843,Begur Road,1160.0,2.0,42.92,2
844,Begur Road,1565.0,2.0,59.76,3
845,Begur Road,1160.0,2.0,42.0,2
846,Begur Road,1410.0,2.0,53.58,3
847,Begur Road,1200.0,2.0,45.0,2
848,Begur Road,1200.0,2.0,42.6,2
849,Begur Road,1160.0,2.0,42.0,2
850,Begur Road,1334.0,2.0,42.69,2
851,Begur Road,1933.0,3.0,98.0,3
852,Begur Road,1200.0,2.0,45.6,2
853,Begur Road,1215.0,2.0,43.13,2
854,Begur Road,1444.0,2.0,71.5,3
855,Begur Road,1200.0,2.0,44.4,2
856,Begur Road,1160.0,2.0,44.0,2
857,Begur Road,952.0,2.0,42.0,2
858,Begur Road,1200.0,2.0,42.0,2
859,Begur Road,1240.0,2.0,45.88,2
860,Begur Road,1200.0,3.0,50.0,3
861,Begur Road,1200.0,2.0,44.0,2
862,Begur Road,1100.0,2.0,42.6,2
863,Begur Road,1200.0,2.0,44.4,2
864,Begur Road,644.0,1.0,32.0,1
865,Begur Road,1215.0,2.0,43.75,2
866,Begur Road,1200.0,2.0,44.73,2
867,Begur Road,1160.0,2.0,42.0,2
868,Begur Road,1410.0,2.0,54.99,3
869,Bellandur,1767.0,3.0,103.0,3
870,Bellandur,1205.0,2.0,66.0,2
871,Bellandur,1250.0,2.0,76.0,2
872,Bellandur,1000.0,2.0,50.0,2
873,Bellandur,1281.0,2.0,74.0,2
874,Bellandur,921.0,2.0,40.0,2
875,Bellandur,1490.0,2.0,98.0,3
876,Bellandur,1605.0,3.0,85.0,3
877,Bellandur,1692.0,3.0,88.0,3
878,Bellandur,1220.0,2.0,60.0,2
879,Bellandur,1299.0,2.0,82.0,2
880,Bellandur,900.0,2.0,56.0,2
881,Bellandur,1350.0,2.0,79.0,2
882,Bellandur,1286.0,2.0,57.0,2
883,Bellandur,1457.0,2.0,85.0,2
884,Bellandur,1195.0,2.0,51.0,2
885,Bellandur,1050.0,2.0,72.0,2
886,Bellandur,3600.0,4.0,260.0,4
887,Bellandur,1310.0,2.0,72.0,2
888,Bellandur,1785.0,3.0,118.0,3
889,Bellandur,1051.0,2.0,60.0,2
890,Bellandur,1060.0,2.0,65.0,2
891,Bellandur,1100.0,2.0,62.0,2
892,Bellandur,1685.0,3.0,100.0,3
893,Bellandur,982.0,2.0,55.0,2
894,Bellandur,1205.0,2.0,59.0,2
895,Bellandur,1063.0,2.0,58.0,2
896,Bellandur,1201.0,2.0,59.99,2
897,Bellandur,1325.0,2.0,65.0,2
898,Bellandur,1281.0,2.0,87.0,2
899,Bellandur,1200.0,2.0,52.0,2
900,Bellandur,1785.0,3.0,120.0,3
901,Bellandur,1088.0,2.0,48.0,2
902,Bellandur,1310.0,2.0,85.0,2
903,Bellandur,1465.0,3.0,90.0,2
904,Bellandur,1767.0,3.0,109.0,3
905,Bellandur,3600.0,4.0,245.0,4
906,Bellandur,1150.0,2.0,69.44,2
907,Bellandur,1410.0,3.0,92.0,2
908,Bellandur,1015.0,2.0,60.0,2
909,Bellandur,1685.0,3.0,101.0,3
910,Bellandur,1735.0,3.0,105.0,3
911,Bellandur,1685.0,3.0,115.0,3
912,Bellandur,1846.0,3.0,135.0,3
913,Bellandur,1049.0,2.0,51.0,2
914,Bellandur,1211.0,2.0,63.0,2
915,Bellandur,1717.0,3.0,110.0,3
916,Bellandur,1200.0,2.0,62.0,2
917,Bellandur,960.0,2.0,48.0,2
918,Bellandur,1690.0,2.0,116.0,3
919,Bellandur,950.0,1.0,40.0,1
920,Bellandur,850.0,2.0,45.0,2
921,Bellandur,1454.0,2.0,90.0,2
922,Bellandur,1195.0,2.0,52.0,2
923,Bellandur,1260.0,2.0,83.5,2
924,Bellandur,1535.0,3.0,90.0,3
925,Bellandur,1047.0,2.0,75.0,2
926,Benson Town,3200.0,4.0,350.0,3
927,Benson Town,4460.0,5.0,650.0,4
928,Benson Town,2850.0,4.0,470.0,3
929,Benson Town,1300.0,2.0,120.0,2
930,Benson Town,1567.0,3.0,140.0,2
931,Benson Town,3633.0,6.0,550.0,4
932,Benson Town,1688.12,2.0,270.0,2
933,Benson Town,1805.0,3.0,280.0,3
934,Benson Town,1688.0,2.0,280.0,2
935,Bharathi Nagar,1322.0,2.0,68.0,2
936,Bharathi Nagar,1351.0,2.0,70.0,2
937,Bharathi Nagar,1384.0,2.0,59.0,2
938,Bharathi Nagar,1351.0,2.0,74.0,2
939,Bharathi Nagar,1432.0,2.0,68.0,2
940,Bharathi Nagar,1349.0,2.0,56.7,2
941,Bharathi Nagar,1328.0,2.0,69.0,2
942,Bharathi Nagar,1300.0,2.0,55.86,2
943,Bhoganhalli,1700.0,3.0,126.0,3
944,Bhoganhalli,1760.0,3.0,127.0,3
945,Bhoganhalli,1949.0,3.0,129.0,3
946,Bhoganhalli,1760.0,3.0,128.0,3
947,Bhoganhalli,2439.0,4.0,185.0,4
948,Bhoganhalli,2439.0,4.0,190.0,4
949,Bhoganhalli,2439.0,5.0,170.0,4
950,Bhoganhalli,1205.0,2.0,68.32,2
951,Bhoganhalli,1260.0,2.0,69.9,2
952,Bhoganhalli,2439.0,4.0,170.0,4
953,Bhoganhalli,1707.0,3.0,115.0,3
954,Bhoganhalli,1277.0,2.0,79.89,2
955,Bhoganhalli,1703.0,3.0,120.0,3
956,Billekahalli,1125.0,2.0,62.0,2
957,Billekahalli,1090.0,2.0,52.0,2
958,Billekahalli,1112.0,2.0,62.0,2
959,Billekahalli,2400.0,3.0,150.0,3
960,Billekahalli,2968.0,3.0,225.0,3
961,Billekahalli,950.0,2.0,58.11,2
962,Billekahalli,1360.0,2.0,110.0,2
963,Billekahalli,1125.0,2.0,65.0,2
964,Billekahalli,950.0,2.0,56.0,2
965,Billekahalli,1805.0,3.0,134.0,3
966,Binny Pete,665.0,1.0,50.75,1
967,Binny Pete,2465.0,5.0,234.0,3
968,Binny Pete,660.0,1.0,54.0,1
969,Binny Pete,660.0,1.0,62.0,1
970,Binny Pete,1365.0,2.0,122.0,2
971,Binny Pete,1795.0,3.0,139.0,3
972,Binny Pete,1740.0,3.0,150.0,3
973,Binny Pete,1970.0,3.0,164.0,3
974,Binny Pete,2406.0,5.0,289.0,3
975,Binny Pete,1516.0,3.0,147.0,3
976,Bisuvanahalli,1180.0,3.0,48.0,3
977,Bisuvanahalli,1075.0,2.0,46.0,3
978,Bisuvanahalli,1075.0,2.0,45.0,3
979,Bisuvanahalli,845.0,2.0,33.0,2
980,Bisuvanahalli,1075.0,2.0,45.0,3
981,Bisuvanahalli,845.0,2.0,37.0,2
982,Bisuvanahalli,1075.0,2.0,47.0,3
983,Bisuvanahalli,850.0,1.0,32.0,2
984,Bisuvanahalli,1075.0,2.0,50.0,3
985,Bisuvanahalli,1075.0,2.0,52.0,3
986,Bisuvanahalli,1180.0,2.0,46.0,3
987,Bisuvanahalli,1075.0,2.0,42.0,3
988,Bisuvanahalli,845.0,2.0,37.0,2
989,Bisuvanahalli,1180.0,2.0,60.0,3
990,Bisuvanahalli,1075.0,2.0,43.0,3
991,Bisuvanahalli,700.0,1.0,32.0,2
992,Bisuvanahalli,1075.0,2.0,52.0,3
993,Bisuvanahalli,1075.0,2.0,50.0,3
994,Bisuvanahalli,845.0,2.0,33.0,2
995,Bisuvanahalli,945.0,2.0,33.0,2
996,Bisuvanahalli,845.0,2.0,30.0,2
997,Bisuvanahalli,1075.0,2.0,43.0,3
998,Bisuvanahalli,1080.0,2.0,45.0,3
999,Bisuvanahalli,1180.0,2.0,55.5,3
1000,Bisuvanahalli,1075.0,2.0,47.0,3
1001,Bisuvanahalli,1075.0,2.0,48.0,3
1002,Bisuvanahalli,1075.0,2.0,45.0,3
1003,Bisuvanahalli,1075.0,2.0,44.0,3
1004,Bisuvanahalli,1075.0,2.0,42.0,3
1005,Bisuvanahalli,845.0,2.0,32.0,2
1006,Bisuvanahalli,845.0,2.0,34.0,2
1007,Bommanahalli,3000.0,8.0,140.0,8
1008,Bommanahalli,520.0,1.0,19.5,1
1009,Bommanahalli,515.0,1.0,25.0,1
1010,Bommanahalli,1090.0,3.0,44.0,2
1011,Bommanahalli,1250.0,3.0,55.0,3
1012,Bommanahalli,1850.0,3.0,90.0,3
1013,Bommanahalli,910.0,2.0,45.0,2
1014,Bommanahalli,1050.0,2.0,46.0,2
1015,Bommanahalli,1100.0,1.0,55.0,2
1016,Bommanahalli,1350.0,2.0,72.0,2
1017,Bommanahalli,1020.0,2.0,55.0,2
1018,Bommanahalli,1307.0,2.0,50.0,2
1019,Bommanahalli,1091.0,2.0,40.0,2
1020,Bommanahalli,1962.0,2.0,73.17,2
1021,Bommanahalli,1160.0,2.0,53.0,2
1022,Bommanahalli,1050.0,2.0,54.0,2
1023,Bommasandra,1260.0,3.0,49.36,3
1024,Bommasandra,1200.0,3.0,46.0,3
1025,Bommasandra,1035.0,2.0,41.0,2
1026,Bommasandra,1035.0,2.0,41.73,2
1027,Bommasandra,1034.0,2.0,40.0,2
1028,Bommasandra,877.0,2.0,30.0,2
1029,Bommasandra,920.0,2.0,37.46,2
1030,Bommasandra,1035.0,2.0,41.43,2
1031,Bommasandra,1295.0,2.0,50.28,3
1032,Bommasandra,1015.0,2.0,40.0,2
1033,Bommasandra,1000.0,2.0,35.0,2
1034,Bommasandra,955.0,2.0,35.28,2
1035,Bommasandra,1005.0,2.0,39.77,2
1036,Bommasandra,1014.0,2.0,35.0,2
1037,Bommasandra,1020.0,2.0,40.89,2
1038,Bommasandra,920.0,2.0,37.2,2
1039,Bommasandra,800.0,1.0,32.0,2
1040,Bommasandra,1280.0,3.0,50.0,3
1041,Bommasandra,1942.0,3.0,90.0,3
1042,Bommasandra,1127.0,2.0,45.0,2
1043,Bommasandra,877.0,2.0,29.0,2
1044,Bommasandra,1365.0,3.0,52.81,3
1045,Bommasandra,842.0,2.0,30.0,2
1046,Bommasandra,1260.0,3.0,49.36,3
1047,Bommasandra,1365.0,3.0,52.82,3
1048,Bommasandra,955.0,2.0,37.97,2
1049,Bommasandra,1089.0,2.0,40.0,2
1050,Bommasandra,1365.0,3.0,53.96,3
1051,Bommasandra Industrial Area,1090.0,2.0,31.48,2
1052,Bommasandra Industrial Area,1020.0,2.0,29.45,2
1053,Bommasandra Industrial Area,1165.0,2.0,33.64,2
1054,Bommasandra Industrial Area,1090.0,2.0,31.48,2
1055,Bommasandra Industrial Area,1200.0,3.0,45.0,2
1056,Bommasandra Industrial Area,1000.0,2.0,28.88,2
1057,Bommasandra Industrial Area,1020.0,2.0,29.45,2
1058,Bommasandra Industrial Area,1160.0,2.0,33.51,2
1059,Bommasandra Industrial Area,1125.0,2.0,32.49,2
1060,Bommasandra Industrial Area,1125.0,2.0,32.49,2
1061,Bommasandra Industrial Area,1130.0,2.0,32.64,2
1062,Bommasandra Industrial Area,1065.0,2.0,30.75,2
1063,Bommenahalli,1200.0,3.0,125.0,3
1064,Bommenahalli,1632.0,3.0,145.0,4
1065,Bommenahalli,1670.0,3.0,135.0,4
1066,Bommenahalli,1680.0,3.0,135.0,4
1067,Bommenahalli,1632.0,3.0,128.0,4
1068,Bommenahalli,3339.0,3.0,250.0,3
1069,Bommenahalli,1232.0,3.0,96.0,3
1070,Bommenahalli,1632.0,3.0,140.0,4
1071,Brookefield,1150.0,2.0,69.0,2
1072,Brookefield,1142.0,2.0,70.0,2
1073,Brookefield,2800.0,4.0,240.0,4
1074,Brookefield,1476.0,3.0,105.0,3
1075,Brookefield,1700.0,4.0,152.0,4
1076,Brookefield,1262.0,2.0,75.0,2
1077,Brookefield,1139.0,2.0,80.0,2
1078,Brookefield,1125.0,2.0,70.0,2
1079,Brookefield,1420.0,3.0,85.0,3
1080,Brookefield,941.0,2.0,48.0,2
1081,Brookefield,1100.0,2.0,55.0,2
1082,Brookefield,1225.0,2.0,66.5,2
1083,Brookefield,1950.0,6.0,175.0,5
1084,Brookefield,1080.0,2.0,50.0,2
1085,Brookefield,1230.0,2.0,55.0,2
1086,Brookefield,1200.0,2.0,75.0,2
